property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
can be grated,a drill,'',Can a drill be grated?,No,random,-3.180708646774292,-4.1829729080200195,-8.30986499786377,-6.029493808746338,5.1291563510894775,1.8465209007263184,Yes,False
can be grown,lemon,'',Can lemon be grown?,Yes,random,-2.961570978164673,-4.8755693435668945,-8.30986499786377,-6.029493808746338,5.348294019699097,1.1539244651794434,Yes,True
can be hard to clean,a jar,'',Can a jar be hard to clean?,No,random,-2.9424498081207275,-4.944775581359863,-8.30986499786377,-6.029493808746338,5.367415189743042,1.0847182273864746,Yes,False
can be healed,a bone,'',Can a bone be healed?,Yes,random,-3.086822271347046,-4.338983535766602,-8.30986499786377,-6.029493808746338,5.223042726516724,1.6905102729797363,Yes,True
can be healed,a scallop,'',Can a scallop be healed?,No,random,-3.9404196739196777,-4.680784702301025,-8.30986499786377,-6.029493808746338,4.369445323944092,1.3487091064453125,Yes,False
can be held in the palm,ketchup,'',Can ketchup be held in the palm?,No,random,-4.289254665374756,-4.546465873718262,-8.30986499786377,-6.029493808746338,4.020610332489014,1.4830279350280762,Yes,False
can be high definition,a television,'',Can a television be high definition?,Yes,random,-3.6206014156341553,-4.697479724884033,-8.30986499786377,-6.029493808746338,4.689263582229614,1.3320140838623047,Yes,True
can be high definition,peach,'',Can peach be high definition?,No,random,-3.4920177459716797,-4.848699569702148,-8.30986499786377,-6.029493808746338,4.81784725189209,1.1807942390441895,Yes,False
can be hit with a hammer,a nail,'',Can a nail be hit with a hammer?,Yes,random,-3.3911800384521484,-3.39374041557312,-8.30986499786377,-6.029493808746338,4.918684959411621,2.6357533931732178,Yes,True
can be infected,an ear,'',Can an ear be infected?,Yes,random,-3.5238137245178223,-5.654876708984375,-8.30986499786377,-6.029493808746338,4.786051273345947,0.3746170997619629,Yes,True
can be infected,a seahorse,'',Can a seahorse be infected?,No,random,-4.531782150268555,-6.0545244216918945,-8.30986499786377,-6.029493808746338,3.778082847595215,-0.02503061294555664,Yes,False
can be kept in a bowl,a goldfish,'',Can a goldfish be kept in a bowl?,Yes,random,-3.063032388687134,-4.3413543701171875,-8.30986499786377,-6.029493808746338,5.246832609176636,1.6881394386291504,Yes,True
can be kept in a bowl,a rhino,'',Can a rhino be kept in a bowl?,No,random,-3.664254665374756,-3.5464658737182617,-8.30986499786377,-6.029493808746338,4.645610332489014,2.483027935028076,Yes,False
can be kneaded,a refrigerator,'',Can a refrigerator be kneaded?,No,random,-3.2766482830047607,-3.9060873985290527,-8.30986499786377,-6.029493808746338,5.033216714859009,2.123406410217285,Yes,False
can be laid on its side,a crossbow,'',Can a crossbow be laid on its side?,Yes,random,-3.618208646774292,-3.890705108642578,-8.30986499786377,-6.029493808746338,4.6916563510894775,2.1387887001037598,Yes,True
can be lied on,a sofa,'',Can a sofa be lied on?,Yes,random,-3.436840295791626,-4.173336505889893,-8.30986499786377,-6.029493808746338,4.8730247020721436,1.8561573028564453,Yes,True
can be lied on,a piano,'',Can a piano be lied on?,No,random,-3.5170865058898926,-4.270540237426758,-8.30986499786377,-6.029493808746338,4.792778491973877,1.75895357131958,Yes,False
can be listened to,a seagull,'',Can a seagull be listened to?,No,random,-3.666722059249878,-3.918330669403076,-8.30986499786377,-6.029493808746338,4.643142938613892,2.1111631393432617,Yes,False
can be locked,a spear,'',Can a spear be locked?,No,random,-4.143345832824707,-3.896185874938965,-8.30986499786377,-6.029493808746338,4.1665191650390625,2.133307933807373,Yes,False
can be long,a boat,'',Can a boat be long?,Yes,random,-3.1197662353515625,-4.746399879455566,-8.30986499786377,-6.029493808746338,5.190098762512207,1.2830939292907715,Yes,True
can be long and thin in shape,a ball,'',Can a ball be long and thin in shape?,No,random,-2.785654306411743,-3.7902634143829346,-8.30986499786377,-6.029493808746338,5.524210691452026,2.2392303943634033,Yes,False
can be loose,a nectarine,'',Can a nectarine be loose?,No,random,-3.868208646774292,-5.244357585906982,-8.30986499786377,-6.029493808746338,4.4416563510894775,0.7851362228393555,Yes,False
can be made from barley,whiskey,'',Can whiskey be made from barley?,Yes,random,-2.970249652862549,-4.7318501472473145,-8.30986499786377,-6.029493808746338,5.339615345001221,1.2976436614990234,Yes,True
can be made from goat's milk,a hamster,'',Can a hamster be made from goat's milk?,No,random,-3.209902048110962,-3.7269959449768066,-8.30986499786377,-6.029493808746338,5.099962949752808,2.3024978637695312,Yes,False
can be made from wheat,flour,'',Can flour be made from wheat?,Yes,random,-3.0717365741729736,-4.851367950439453,-8.30986499786377,-6.029493808746338,5.238128423690796,1.1781258583068848,Yes,True
can be made in a teapot,a jacket,'',Can a jacket be made in a teapot?,No,random,-2.47688627243042,-3.7285380363464355,-8.30986499786377,-6.029493808746338,5.83297872543335,2.3009557723999023,Yes,False
can be made into juice,a date,'',Can a date be made into juice?,Yes,random,-3.6538543701171875,-4.657749652862549,-8.30986499786377,-6.029493808746338,4.656010627746582,1.371744155883789,Yes,True
can be made into juice,a eucalyptus tree,'',Can a eucalyptus tree be made into juice?,No,random,-3.702360153198242,-4.981158256530762,-8.30986499786377,-6.029493808746338,4.607504844665527,1.0483355522155762,Yes,False
can be made of blackcurrant,jam,'',Can jam be made of blackcurrant?,Yes,random,-4.117563724517822,-5.019500732421875,-8.30986499786377,-6.029493808746338,4.192301273345947,1.009993076324463,Yes,True
can be made of bronze,a falcon,'',Can a falcon be made of bronze?,No,random,-4.517519474029541,-3.895540237426758,-8.30986499786377,-6.029493808746338,3.7923455238342285,2.13395357131958,Yes,False
can be made of canvas material,a deckchair,'',Can a deckchair be made of canvas material?,Yes,random,-3.433525800704956,-5.004810333251953,-8.30986499786377,-6.029493808746338,4.8763391971588135,1.0246834754943848,Yes,True
can be made of cardboard,a willow tree,'',Can a willow tree be made of cardboard?,No,random,-3.2670865058898926,-3.6488771438598633,-8.30986499786377,-6.029493808746338,5.042778491973877,2.3806166648864746,Yes,False
can be made of cashmere,a shawl,'',Can a shawl be made of cashmere?,Yes,random,-3.1158041954040527,-4.1350626945495605,-8.30986499786377,-6.029493808746338,5.194060802459717,1.8944311141967773,Yes,True
can be made of cashmere,a lizard,'',Can a lizard be made of cashmere?,No,random,-3.444375514984131,-3.198432207107544,-8.30986499786377,-6.029493808746338,4.865489482879639,2.831061601638794,Yes,False
can be made of ceramic,a bowl,'',Can a bowl be made of ceramic?,Yes,random,-2.9310433864593506,-4.965414524078369,-8.30986499786377,-6.029493808746338,5.378821611404419,1.0640792846679688,Yes,True
can be made of chainmail,a stocking,'',Can a stocking be made of chainmail?,No,random,-4.281782150268555,-4.806857585906982,-8.30986499786377,-6.029493808746338,4.028082847595215,1.2226362228393555,Yes,False
can be made of corduroy,a shovel,'',Can a shovel be made of corduroy?,No,random,-3.2298262119293213,-3.7312464714050293,-8.30986499786377,-6.029493808746338,5.080038785934448,2.2982473373413086,Yes,False
can be made of denim,a jacket,'',Can a jacket be made of denim?,Yes,random,-2.6155056953430176,-4.639860153198242,-8.30986499786377,-6.029493808746338,5.694359302520752,1.3896336555480957,Yes,True
can be made of ebony,leek,'',Can leek be made of ebony?,No,random,-3.9963998794555664,-3.9975242614746094,-8.30986499786377,-6.029493808746338,4.313465118408203,2.0319695472717285,Yes,False
can be made of fabric,pumpkin,'',Can pumpkin be made of fabric?,No,random,-3.488250970840454,-4.621554374694824,-8.30986499786377,-6.029493808746338,4.821614027023315,1.4079394340515137,Yes,False
can be made of gold,a chandelier,'',Can a chandelier be made of gold?,Yes,random,-2.613250970840454,-4.5005693435668945,-8.30986499786377,-6.029493808746338,5.696614027023315,1.5289244651794434,Yes,True
can be made of gold,blueberry,'',Can blueberry be made of gold?,No,random,-3.3435873985290527,-3.9734976291656494,-8.30986499786377,-6.029493808746338,4.966277599334717,2.0559961795806885,Yes,False
can be made of ivory,a piano,'',Can a piano be made of ivory?,Yes,random,-3.101754665374756,-3.8608365058898926,-8.30986499786377,-6.029493808746338,5.208110332489014,2.1686573028564453,Yes,True
can be made of ivory,a coach,'',Can a coach be made of ivory?,No,random,-3.104222059249878,-3.855830669403076,-8.30986499786377,-6.029493808746338,5.205642938613892,2.1736631393432617,Yes,False
can be made of kevlar,an armor,'',Can an armor be made of kevlar?,Yes,random,-4.286060333251953,-5.180063724517822,-8.30986499786377,-6.029493808746338,4.023804664611816,0.8494300842285156,Yes,True
can be made of lace,a hornet,'',Can a hornet be made of lace?,No,random,-3.5572662353515625,-3.3088998794555664,-8.30986499786377,-6.029493808746338,4.752598762512207,2.7205939292907715,Yes,False
can be made of linen,a blouse,'',Can a blouse be made of linen?,Yes,random,-2.875786781311035,-4.022899627685547,-8.30986499786377,-6.029493808746338,5.434078216552734,2.006594181060791,Yes,True
can be made of metal and plastic,a whisk,'',Can a whisk be made of metal and plastic?,Yes,random,-3.1879119873046875,-4.351367950439453,-8.30986499786377,-6.029493808746338,5.121953010559082,1.6781258583068848,Yes,True
can be made of metal and plastic,mayonnaise,'',Can mayonnaise be made of metal and plastic?,No,random,-3.925750970840454,-4.566626071929932,-8.30986499786377,-6.029493808746338,4.384114027023315,1.4628677368164062,Yes,False
can be made of nylon,a cape,'',Can a cape be made of nylon?,Yes,random,-3.577360153198242,-4.711313724517822,-8.30986499786377,-6.029493808746338,4.732504844665527,1.3181800842285156,Yes,True
can be made of nylon,a grenade,'',Can a grenade be made of nylon?,No,random,-3.889860153198242,-4.639860153198242,-8.30986499786377,-6.029493808746338,4.420004844665527,1.3896336555480957,Yes,False
can be made of plastic,a toe,'',Can a toe be made of plastic?,No,random,-3.039254665374756,-3.9214658737182617,-8.30986499786377,-6.029493808746338,5.270610332489014,2.108027935028076,Yes,False
can be made of satin,a gown,'',Can a gown be made of satin?,Yes,random,-3.023643970489502,-3.9017715454101562,-8.30986499786377,-6.029493808746338,5.286221027374268,2.1277222633361816,Yes,True
can be made of silk,a cape,'',Can a cape be made of silk?,Yes,random,-2.9889161586761475,-3.7529196739196777,-8.30986499786377,-6.029493808746338,5.320948839187622,2.27657413482666,Yes,True
can be made of soft fabric,a skirt,'',Can a skirt be made of soft fabric?,Yes,random,-2.878213405609131,-4.873622894287109,-8.30986499786377,-6.029493808746338,5.431651592254639,1.1558709144592285,Yes,True
can be made of soft fabric,rhubarb,'',Can rhubarb be made of soft fabric?,No,random,-2.988250970840454,-4.379126071929932,-8.30986499786377,-6.029493808746338,5.321614027023315,1.6503677368164062,Yes,False
can be made of steel,a ship,'',Can a ship be made of steel?,Yes,random,-2.534558057785034,-3.788393497467041,-8.30986499786377,-6.029493808746338,5.775306940078735,2.241100311279297,Yes,True
can be made of wood,a stool,'',Can a stool be made of wood?,Yes,random,-2.680320978164673,-4.711958408355713,-8.30986499786377,-6.029493808746338,5.629544019699097,1.317535400390625,Yes,True
can be made of wood,a dressing gown,'',Can a dressing gown be made of wood?,No,random,-2.8548262119293213,-3.8566136360168457,-8.30986499786377,-6.029493808746338,5.455038785934448,2.172880172729492,Yes,False
can be made of wood and fabric,a bagpipe,'',Can a bagpipe be made of wood and fabric?,Yes,random,-3.1342365741729736,-4.425750732421875,-8.30986499786377,-6.029493808746338,5.175628423690796,1.603743076324463,Yes,True
can be made using a kettle,tea,'',Can tea be made using a kettle?,Yes,random,-3.7690963745117188,-4.795162677764893,-8.30986499786377,-6.029493808746338,4.540768623352051,1.2343311309814453,Yes,True
can be made using a tire,a swing,'',Can a swing be made using a tire?,Yes,random,-2.9622933864593506,-5.108610153198242,-8.30986499786377,-6.029493808746338,5.347571611404419,0.9208836555480957,Yes,True
can be made using a tire,cauliflower,'',Can cauliflower be made using a tire?,No,random,-3.532749652862549,-4.416958332061768,-8.30986499786377,-6.029493808746338,4.777115345001221,1.6125354766845703,Yes,False
can be made with a stick,a catapult,'',Can a catapult be made with a stick?,Yes,random,-3.2279865741729736,-4.394500732421875,-8.30986499786377,-6.029493808746338,5.081878423690796,1.634993076324463,Yes,True
can be matured,cheese,'',Can cheese be matured?,Yes,random,-3.346963405609131,-4.973699569702148,-8.30986499786377,-6.029493808746338,4.962901592254639,1.0557942390441895,Yes,True
can be messy to eat,peach,'',Can peach be messy to eat?,Yes,random,-3.586958646774292,-4.845249652862549,-8.30986499786377,-6.029493808746338,4.7229063510894775,1.184244155883789,Yes,True
can be messy to eat,a submarine,'',Can a submarine be messy to eat?,No,random,-3.3213043212890625,-4.338350296020508,-8.30986499786377,-6.029493808746338,4.988560676574707,1.69114351272583,Yes,False
can be mild in taste,a fir tree,'',Can a fir tree be mild in taste?,No,random,-4.740243911743164,-4.1197662353515625,-8.30986499786377,-6.029493808746338,3.5696210861206055,1.9097275733947754,Yes,False
can be milked by a machine,a pansy,'',Can a pansy be milked by a machine?,No,random,-4.309322357177734,-3.8263959884643555,-8.30986499786377,-6.029493808746338,4.000542640686035,2.2030978202819824,Yes,False
can be oily,a wallet,'',Can a wallet be oily?,No,random,-3.641663074493408,-4.380748748779297,-8.30986499786377,-6.029493808746338,4.668201923370361,1.648745059967041,Yes,False
can be operated by pirates,a radio,'',Can a radio be operated by pirates?,No,random,-2.6108365058898926,-4.112490653991699,-8.30986499786377,-6.029493808746338,5.699028491973877,1.9170031547546387,Yes,False
can be padded with straw and hay,a hutch,'',Can a hutch be padded with straw and hay?,Yes,random,-4.295162677764893,-5.3130693435668945,-8.30986499786377,-6.029493808746338,4.014702320098877,0.7164244651794434,Yes,True
can be part of an armor,plum,'',Can plum be part of an armor?,No,random,-4.313999652862549,-4.82383394241333,-8.30986499786377,-6.029493808746338,3.9958653450012207,1.2056598663330078,Yes,False
can be pinstriped,a drum,'',Can a drum be pinstriped?,No,random,-3.738952159881592,-4.242393970489502,-8.30986499786377,-6.029493808746338,4.570912837982178,1.787099838256836,Yes,False
can be pitted,an olive,'',Can an olive be pitted?,Yes,random,-3.4920177459716797,-4.360836505889893,-8.30986499786377,-6.029493808746338,4.81784725189209,1.6686573028564453,Yes,True
can be played,a saxophone,'',Can a saxophone be played?,Yes,random,-2.7549498081207275,-3.8881001472473145,-8.30986499786377,-6.029493808746338,5.554915189743042,2.1413936614990234,Yes,True
can be played,a scalpel,'',Can a scalpel be played?,No,random,-3.0226354598999023,-3.650503158569336,-8.30986499786377,-6.029493808746338,5.287229537963867,2.378990650177002,Yes,False
can be plucked,a cello,'',Can a cello be plucked?,Yes,random,-3.2859976291656494,-4.178885459899902,-8.30986499786377,-6.029493808746338,5.02386736869812,1.8506083488464355,Yes,True
