property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
can be served in a cup,cider,'',Can cider be served in a cup?,Yes,random,-4.555784702301025,-6.060315132141113,Yes,True
can be served in a cup,a fox,'',Can a fox be served in a cup?,No,random,-4.529260158538818,-4.155184268951416,No,True
can be served in a glass,a parka,'',Can a parka be served in a glass?,No,random,-3.949897289276123,-2.452307939529419,No,True
can be served with butter,an asparagus,'',Can an asparagus be served with butter?,Yes,random,-4.2041401863098145,-5.837240695953369,Yes,True
can be shaved,hair,'',Can hair be shaved?,Yes,random,-4.430784702301025,-3.5766913890838623,No,False
can be shaved,a clock,'',Can a clock be shaved?,No,random,-4.748297691345215,-4.062184810638428,No,True
can be short,a finger,'',Can a finger be short?,Yes,random,-4.245659351348877,-3.608292579650879,No,False
can be shriveled,a bean,'',Can a bean be shriveled?,No,random,-4.655419826507568,-4.030980587005615,No,True
can be skimmed,beer,'',Can beer be skimmed?,No,random,-5.211377143859863,-4.715669631958008,No,True
can be skinny,jeans,'',Can jeans be skinny?,Yes,random,-3.7625925540924072,-4.529600143432617,Yes,True
can be skinny,a heart,'',Can a heart be skinny?,No,random,-3.82659912109375,-3.577307939529419,No,True
can be slow,a hedgehog,'',Can a hedgehog be slow?,Yes,random,-3.4194376468658447,-4.030561923980713,Yes,True
can be slow,a buttercup,'',Can a buttercup be slow?,No,random,-4.4992899894714355,-2.9997966289520264,No,True
can be soft,bread,'',Can bread be soft?,Yes,random,-4.403850555419922,-6.404793739318848,Yes,True
can be soundproof,earmuffs,'',Can earmuffs be soundproof?,Yes,random,-6.415647506713867,-3.6190714836120605,No,False
can be spicy and tangy,a caterpillar,'',Can a caterpillar be spicy and tangy?,No,random,-3.2797937393188477,-2.7807140350341797,No,True
can be spongy,a cake,'',Can a cake be spongy?,Yes,random,-3.074897289276123,-4.092100143432617,Yes,True
can be spread on bread,butter,'',Can butter be spread on bread?,Yes,random,-3.755716323852539,-4.685024261474609,Yes,True
can be squashy,a worm,'',Can a worm be squashy?,Yes,random,-4.685997486114502,-4.1867899894714355,No,False
can be stacked,a dog,'',Can a dog be stacked?,No,random,-4.489618301391602,-4.7447662353515625,Yes,False
can be stored in tins,a cookie,'',Can a cookie be stored in tins?,Yes,random,-4.020540237426758,-7.026483535766602,Yes,True
can be stretched,a bow,'',Can a bow be stretched?,Yes,random,-4.525850296020508,-5.15470027923584,Yes,True
can be stubbed,a toe,'',Can a toe be stubbed?,Yes,random,-4.373967170715332,-3.999783515930176,No,False
can be stubbed,a eucalyptus tree,'',Can a eucalyptus tree be stubbed?,No,random,-5.613952159881592,-6.6197662353515625,Yes,False
can be stuffed,a turkey,'',Can a turkey be stuffed?,Yes,random,-3.291722059249878,-5.278169631958008,Yes,True
can be swung,a finger,'',Can a finger be swung?,No,random,-4.935688018798828,-3.2964766025543213,No,True
can be tailored,an airplane,'',Can an airplane be tailored?,No,random,-2.855830669403076,-4.373588562011719,Yes,False
can be taken on walks,a beaver,'',Can a beaver be taken on walks?,No,random,-4.839542388916016,-3.093017578125,No,True
can be thick in shape,a puppet,'',Can a puppet be thick in shape?,No,random,-3.5083658695220947,-4.497815132141113,Yes,False
can be tied,an elm tree,'',Can an elm tree be tied?,No,random,-4.307582378387451,-4.936254501342773,Yes,False
can be tied around the waist,a dressing gown,'',Can a dressing gown be tied around the waist?,Yes,random,-4.896185874938965,-5.404600143432617,Yes,True
can be topped with flakes,ice cream,'',Can ice cream be topped with flakes?,Yes,random,-4.144853591918945,-4.902042388916016,Yes,True
can be trained,a cockerel,'',Can a cockerel be trained?,No,random,-4.802743911743164,-6.558899879455566,Yes,False
can be uncomfortable,a peacock,'',Can a peacock be uncomfortable?,No,random,-4.716350555419922,-4.46821403503418,No,True
can be unsalted,a herring,'',Can a herring be unsalted?,No,random,-3.7011661529541016,-4.467970371246338,Yes,False
can be used as a container,an owl,'',Can an owl be used as a container?,No,random,-3.259967088699341,-4.404380798339844,Yes,False
can be used as an alarm,a clock,'',Can a clock be used as an alarm?,Yes,random,-4.256523609161377,-6.776176929473877,Yes,True
can be used as an alarm,a sofa,'',Can a sofa be used as an alarm?,No,random,-2.4684250354766846,-4.4684247970581055,Yes,False
can be used by babies,a salmon,'',Can a salmon be used by babies?,No,random,-4.577360153198242,-5.996554374694824,Yes,False
can be used by carpenters,a nail,'',Can a nail be used by carpenters?,Yes,random,-3.705845832824707,-3.3402605056762695,No,False
can be used for announcements,a spear,'',Can a spear be used for announcements?,No,random,-4.186467170715332,-3.3276875019073486,No,True
can be used for building and repairing,a screwdriver,'',Can a screwdriver be used for building and repairing?,Yes,random,-2.6068501472473145,-5.242393970489502,Yes,True
can be used for frying,a tarantula,'',Can a tarantula be used for frying?,No,random,-5.2777605056762695,-5.654600143432617,Yes,False
can be used for relaxing,a clock,'',Can a clock be used for relaxing?,No,random,-2.4812464714050293,-5.216631889343262,Yes,False
can be used for sawing,a saw,'',Can a saw be used for sawing?,Yes,random,-3.748297929763794,-5.062184810638428,Yes,True
can be used for storage,a bottle,'',Can a bottle be used for storage?,Yes,random,-4.921110153198242,-6.853147506713867,Yes,True
can be used for storage,a nightingale,'',Can a nightingale be used for storage?,No,random,-5.395540237426758,-3.3422937393188477,No,True
can be used for sweeping,a mackerel,'',Can a mackerel be used for sweeping?,No,random,-4.403356075286865,-3.389988660812378,No,True
can be used for transport,a leg,'',Can a leg be used for transport?,No,random,-3.936174154281616,-3.687142848968506,No,True
can be used for transportation,a cart,'',Can a cart be used for transportation?,Yes,random,-4.254949569702148,-6.7751336097717285,Yes,True
can be used in construction,a helicopter,'',Can a helicopter be used in construction?,No,random,-5.6744160652160645,-9.850274085998535,Yes,False
can be used in pies,a speedboat,'',Can a speedboat be used in pies?,No,random,-4.99537992477417,-3.889575958251953,No,True
can be used in sandwiches,lettuce,'',Can lettuce be used in sandwiches?,Yes,random,-3.925750970840454,-7.453205108642578,Yes,True
can be used on a beach,a ball,'',Can a ball be used on a beach?,Yes,random,-3.4647645950317383,-6.462240695953369,Yes,True
can be used on a frying pan,butter,'',Can butter be used on a frying pan?,Yes,random,-6.830845832824707,-7.334863185882568,Yes,True
can be used on a frying pan,a duck,'',Can a duck be used on a frying pan?,No,random,-4.92418909072876,-6.8065714836120605,Yes,False
can be used on eyes,cucumber,'',Can cucumber be used on eyes?,Yes,random,-4.024740695953369,-7.777296543121338,Yes,True
can be used on rough waters,a coffee maker,'',Can a coffee maker be used on rough waters?,No,random,-5.741385459899902,-5.37116813659668,No,True
can be used to blend,a chisel,'',Can a chisel be used to blend?,No,random,-4.157749652862549,-5.926452159881592,Yes,False
can be used to carry around documents,a satchel,'',Can a satchel be used to carry around documents?,Yes,random,-4.353147506713867,-7.680353164672852,Yes,True
can be used to clean floors,a broom,'',Can a broom be used to clean floors?,Yes,random,-2.497195243835449,-5.124512195587158,Yes,True
can be used to communicate,a radio,'',Can a radio be used to communicate?,Yes,random,-5.039254665374756,-6.179405212402344,Yes,True
can be used to denote numbers,a toe,'',Can a toe be used to denote numbers?,Yes,random,-3.0283563137054443,-5.654793739318848,Yes,True
can be used to eat cereal,a bowl,'',Can a bowl be used to eat cereal?,Yes,random,-3.2923262119293213,-5.123588562011719,Yes,True
can be used to eat cereal,a leotard,'',Can a leotard be used to eat cereal?,No,random,-3.7636661529541016,-3.014904022216797,No,True
can be used to eat food,a coat,'',Can a coat be used to eat food?,No,random,-4.279131889343262,-2.1400973796844482,No,True
can be used to fill pools,a hose,'',Can a hose be used to fill pools?,Yes,random,-4.2600626945495605,-4.774322032928467,Yes,True
can be used to fill pools,a moped,'',Can a moped be used to fill pools?,No,random,-4.058421611785889,-3.5600242614746094,No,True
can be used to flip food,a spatula,'',Can a spatula be used to flip food?,Yes,random,-4.267519474029541,-7.149740695953369,Yes,True
can be used to guide blind people,a dog,'',Can a dog be used to guide blind people?,Yes,random,-3.4545865058898926,-6.338676929473877,Yes,True
can be used to guide blind people,blueberry,'',Can blueberry be used to guide blind people?,No,random,-4.8291401863098145,-6.714796543121338,Yes,False
can be used to hide a secret passageway,a cup,'',Can a cup be used to hide a secret passageway?,No,random,-3.0761661529541016,-5.59220027923584,Yes,False
can be used to hit,a club,'',Can a club be used to hit?,Yes,random,-4.244429588317871,-4.248673915863037,Yes,True
can be used to hunt,a harpoon,'',Can a harpoon be used to hunt?,Yes,random,-4.897054195404053,-5.427743911743164,Yes,True
can be used to keep clean,an apron,'',Can an apron be used to keep clean?,Yes,random,-3.4350242614746094,-4.186173915863037,Yes,True
can be used to keep clean,a squid,'',Can a squid be used to keep clean?,No,random,-4.74701452255249,-3.3741955757141113,No,True
can be used to keep pets,a crayfish,'',Can a crayfish be used to keep pets?,No,random,-4.985836505889893,-5.120921611785889,Yes,False
can be used to make bread,pineapple,'',Can pineapple be used to make bread?,No,random,-3.1828982830047607,-5.3376336097717285,Yes,False
can be used to make cakes,butter,'',Can butter be used to make cakes?,Yes,random,-4.921110153198242,-5.234930038452148,Yes,True
can be used to make cakes,a stick insect,'',Can a stick insect be used to make cakes?,No,random,-3.9325826168060303,-3.560997724533081,No,True
can be used to make drinks,a harp,'',Can a harp be used to make drinks?,No,random,-3.8713998794555664,-2.9990885257720947,No,True
can be used to make sandcastles,champagne,'',Can champagne be used to make sandcastles?,No,random,-3.8478002548217773,-3.605602502822876,No,True
can be used to make smoothies,rhubarb,'',Can rhubarb be used to make smoothies?,Yes,random,-2.791722059249878,-6.623497486114502,Yes,True
can be used to make smoothies,gin,'',Can gin be used to make smoothies?,No,random,-3.0856552124023438,-6.778850555419922,Yes,False
can be used to make stew,a pea,'',Can a pea be used to make stew?,Yes,random,-3.759603261947632,-2.5138959884643555,No,False
can be used to make stew,a cake,'',Can a cake be used to make stew?,No,random,-3.5761661529541016,-2.5769362449645996,No,True
can be used to organize,a chest of drawers,'',Can a chest of drawers be used to organize?,Yes,random,-3.4948740005493164,-8.451412200927734,Yes,True
can be used to play baseball,a guitar,'',Can a guitar be used to play baseball?,No,random,-3.7172000408172607,-2.343332529067993,No,True
can be used to play cricket,a ball,'',Can a ball be used to play cricket?,Yes,random,-4.892519474029541,-4.466196060180664,No,False
can be used to play hockey,a ball,'',Can a ball be used to play hockey?,Yes,random,-4.213350296020508,-4.217100143432617,Yes,True
can be used to play squash,a millipede,'',Can a millipede be used to play squash?,No,random,-4.685571193695068,-3.2494113445281982,No,True
can be used to pour things,a cricket,'',Can a cricket be used to pour things?,No,random,-4.841993808746338,-2.9682466983795166,No,True
can be used to shape stones,a budgie,'',Can a budgie be used to shape stones?,No,random,-5.174990653991699,-5.80787992477417,Yes,False
can be used to throw over long distances,a catapult,'',Can a catapult be used to throw over long distances?,Yes,random,-4.895540237426758,-6.647899627685547,Yes,True
can be used to throw over long distances,an ashtray,'',Can an ashtray be used to throw over long distances?,No,random,-3.9975242614746094,-4.748967170715332,Yes,False
can be used to wash cars,a television,'',Can a television be used to wash cars?,No,random,-4.026483535766602,-3.467100143432617,No,True
can be used while cooking pasta,a salmon,'',Can a salmon be used while cooking pasta?,No,random,-3.619107723236084,-5.772363185882568,Yes,False
can be used with toast,butter,'',Can butter be used with toast?,Yes,random,-4.725273609161377,-4.619429588317871,No,False
can be used with toast,a nut,'',Can a nut be used with toast?,No,random,-4.43287992477417,-5.310997486114502,Yes,False
can be without a back,a bench,'',Can a bench be without a back?,Yes,random,-3.3709216117858887,-5.1238298416137695,Yes,True
can be without a brim,a cap,'',Can a cap be without a brim?,Yes,random,-3.0292601585388184,-5.780309677124023,Yes,True
can be worn,a rose,'',Can a rose be worn?,No,random,-3.8740885257720947,-3.8744471073150635,Yes,False
can be worn for workouts,a sweater,'',Can a sweater be worn for workouts?,No,random,-3.826690435409546,-7.585399627685547,Yes,False
can be worn with a tie,a shirt,'',Can a shirt be worn with a tie?,Yes,random,-3.817580461502075,-5.902296543121338,Yes,True
can be worn with cufflinks,a dress,'',Can a dress be worn with cufflinks?,No,random,-5.164254665374756,-7.990832328796387,Yes,False
can be worn with scarves,a hawk,'',Can a hawk be worn with scarves?,No,random,-4.047430038452148,-5.808421611785889,Yes,False
can be wrapped around the body,a skirt,'',Can a skirt be wrapped around the body?,Yes,random,-3.6834216117858887,-5.498754501342773,Yes,True
can be wrinkly,a thumb,'',Can a thumb be wrinkly?,Yes,random,-4.466880798339844,-2.968357801437378,No,False
can beat,a heart,'',Can a heart beat?,Yes,random,-4.216196060180664,-2.8429200649261475,No,False
can beat,an ox,'',Can an ox beat?,No,random,-3.9991438388824463,-2.9997220039367676,No,True
can become a plague,a locust,'',Can a locust become a plague?,Yes,random,-2.560997724533081,-4.436980724334717,Yes,True
can become a plague,earmuffs,'',Can earmuffs become a plague?,No,random,-4.776771545410156,-4.905115604400635,Yes,False
can beep,a microwave,'',Can a microwave beep?,Yes,random,-4.241905212402344,-4.748071193695068,Yes,True
can bite,a revolver,'',Can a revolver bite?,No,random,-4.775503158569336,-4.405561923980713,No,True
can bleed,a typewriter,'',Can a typewriter bleed?,No,random,-5.716760158538818,-4.218179702758789,No,True
can block out sunlight,an oak tree,'',Can an oak tree block out sunlight?,Yes,random,-5.930784702301025,-6.9322662353515625,Yes,True
can blow in the wind,a tulip,'',Can a tulip blow in the wind?,Yes,random,-5.403995513916016,-2.4058055877685547,No,False
