property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
can be served from a tap,a whisk,'',Can a whisk be served from a tap?,No,random,-4.904260158538818,-4.593142509460449,No,True
can be served in a cup,cider,'',Can cider be served in a cup?,Yes,random,-2.903531312942505,-5.279131889343262,Yes,True
can be served in a cup,a fox,'',Can a fox be served in a cup?,No,random,-5.373497486114502,-5.437012195587158,Yes,False
can be served in a glass,a parka,'',Can a parka be served in a glass?,No,random,-7.810797691345215,-4.749373435974121,No,True
can be served with butter,an asparagus,'',Can an asparagus be served with butter?,Yes,random,-3.030517578125,-8.124541282653809,Yes,True
can be shaved,hair,'',Can hair be shaved?,Yes,random,-2.628308057785034,-5.6416401863098145,Yes,True
can be shaved,a clock,'',Can a clock be shaved?,No,random,-4.42574405670166,-5.363952159881592,Yes,False
can be short,a finger,'',Can a finger be short?,Yes,random,-2.2216696739196777,-5.077210903167725,Yes,True
can be shriveled,a bean,'',Can a bean be shriveled?,No,random,-3.4494683742523193,-6.653531551361084,Yes,False
can be skimmed,beer,'',Can beer be skimmed?,No,random,-4.026176929473877,-4.2777605056762695,Yes,False
can be skinny,jeans,'',Can jeans be skinny?,Yes,random,-2.250319480895996,-5.115243911743164,Yes,True
can be skinny,a heart,'',Can a heart be skinny?,No,random,-3.5083658695220947,-4.149322032928467,Yes,False
can be slow,a hedgehog,'',Can a hedgehog be slow?,Yes,random,-3.8270084857940674,-6.811254501342773,Yes,True
can be slow,a buttercup,'',Can a buttercup be slow?,No,random,-3.902535915374756,-7.5277605056762695,Yes,False
can be soft,bread,'',Can bread be soft?,Yes,random,-2.409558057785034,-5.485836505889893,Yes,True
can be soundproof,earmuffs,'',Can earmuffs be soundproof?,Yes,random,-2.7926011085510254,-3.6060450077056885,Yes,True
can be spicy and tangy,a caterpillar,'',Can a caterpillar be spicy and tangy?,No,random,-4.24537992477417,-4.369429588317871,Yes,False
can be spongy,a cake,'',Can a cake be spongy?,Yes,random,-2.713179588317871,-5.400503158569336,Yes,True
can be spread on bread,butter,'',Can butter be spread on bread?,Yes,random,-2.6652634143829346,-6.4315714836120605,Yes,True
can be squashy,a worm,'',Can a worm be squashy?,Yes,random,-4.466196060180664,-7.465856075286865,Yes,True
can be stacked,a dog,'',Can a dog be stacked?,No,random,-2.0491890907287598,-5.108965873718262,Yes,False
can be stored in tins,a cookie,'',Can a cookie be stored in tins?,Yes,random,-2.3065714836120605,-6.931190013885498,Yes,True
can be stretched,a bow,'',Can a bow be stretched?,Yes,random,-4.620921611785889,-5.997195243835449,Yes,True
can be stubbed,a toe,'',Can a toe be stubbed?,Yes,random,-2.3864824771881104,-6.245659351348877,Yes,True
can be stubbed,a eucalyptus tree,'',Can a eucalyptus tree be stubbed?,No,random,-5.78004264831543,-7.155419826507568,Yes,False
can be stuffed,a turkey,'',Can a turkey be stuffed?,Yes,random,-2.3847880363464355,-6.024322032928467,Yes,True
can be swung,a finger,'',Can a finger be swung?,No,random,-3.310314893722534,-5.436173915863037,Yes,False
can be tailored,an airplane,'',Can an airplane be tailored?,No,random,-1.700600028038025,-4.752401828765869,Yes,False
can be taken on walks,a beaver,'',Can a beaver be taken on walks?,No,random,-4.740243911743164,-4.866905212402344,Yes,False
can be thick in shape,a puppet,'',Can a puppet be thick in shape?,No,random,-3.590669870376587,-5.841880798339844,Yes,False
can be tied,an elm tree,'',Can an elm tree be tied?,No,random,-2.5036849975585938,-4.860836505889893,Yes,False
can be tied around the waist,a dressing gown,'',Can a dressing gown be tied around the waist?,Yes,random,-2.2473649978637695,-6.6229472160339355,Yes,True
can be topped with flakes,ice cream,'',Can ice cream be topped with flakes?,Yes,random,-2.4003214836120605,-6.652042388916016,Yes,True
can be trained,a cockerel,'',Can a cockerel be trained?,No,random,-1.846803903579712,-5.47202730178833,Yes,False
can be uncomfortable,a peacock,'',Can a peacock be uncomfortable?,No,random,-2.981780767440796,-7.153356075286865,Yes,False
can be unsalted,a herring,'',Can a herring be unsalted?,No,random,-4.0617899894714355,-6.437164783477783,Yes,False
can be used as a container,an owl,'',Can an owl be used as a container?,No,random,-5.311946868896484,-5.312095642089844,Yes,False
can be used as an alarm,a clock,'',Can a clock be used as an alarm?,Yes,random,-2.801452159881592,-5.614618301391602,Yes,True
can be used as an alarm,a sofa,'',Can a sofa be used as an alarm?,No,random,-3.670091152191162,-5.498297691345215,Yes,False
can be used by babies,a salmon,'',Can a salmon be used by babies?,No,random,-6.09254264831543,-6.1557769775390625,Yes,False
can be used by carpenters,a nail,'',Can a nail be used by carpenters?,Yes,random,-3.7468223571777344,-8.122946739196777,Yes,True
can be used for announcements,a spear,'',Can a spear be used for announcements?,No,random,-5.404881954193115,-7.53004264831543,Yes,False
can be used for building and repairing,a screwdriver,'',Can a screwdriver be used for building and repairing?,Yes,random,-1.0074949264526367,-6.624703884124756,Yes,True
can be used for frying,a tarantula,'',Can a tarantula be used for frying?,No,random,-7.217970371246338,-5.593526363372803,No,True
can be used for relaxing,a clock,'',Can a clock be used for relaxing?,No,random,-4.05787992477417,-7.307582378387451,Yes,False
can be used for sawing,a saw,'',Can a saw be used for sawing?,Yes,random,-2.420091152191162,-6.0598649978637695,Yes,True
can be used for storage,a bottle,'',Can a bottle be used for storage?,Yes,random,-3.1691136360168457,-8.747815132141113,Yes,True
can be used for storage,a nightingale,'',Can a nightingale be used for storage?,No,random,-6.749411582946777,-4.812254428863525,No,True
can be used for sweeping,a mackerel,'',Can a mackerel be used for sweeping?,No,random,-6.8432769775390625,-6.781040191650391,No,True
can be used for transport,a leg,'',Can a leg be used for transport?,No,random,-3.669280767440796,-7.02970027923584,Yes,False
can be used for transportation,a cart,'',Can a cart be used for transportation?,Yes,random,-2.553332567214966,-6.491385459899902,Yes,True
can be used in construction,a helicopter,'',Can a helicopter be used in construction?,No,random,-1.2984267473220825,-6.740832328796387,Yes,False
can be used in pies,a speedboat,'',Can a speedboat be used in pies?,No,random,-5.216031551361084,-5.342464923858643,Yes,False
can be used in sandwiches,lettuce,'',Can lettuce be used in sandwiches?,Yes,random,-1.669723629951477,-7.809322357177734,Yes,True
can be used on a beach,a ball,'',Can a ball be used on a beach?,Yes,random,-3.0902605056762695,-7.654131889343262,Yes,True
can be used on a frying pan,butter,'',Can butter be used on a frying pan?,Yes,random,-1.5360536575317383,-5.903356075286865,Yes,True
can be used on a frying pan,a duck,'',Can a duck be used on a frying pan?,No,random,-4.030115604400635,-8.12451171875,Yes,False
can be used on eyes,cucumber,'',Can cucumber be used on eyes?,Yes,random,-2.192580461502075,-6.05074405670166,Yes,True
can be used on rough waters,a coffee maker,'',Can a coffee maker be used on rough waters?,No,random,-4.935900688171387,-6.624244213104248,Yes,False
can be used to blend,a chisel,'',Can a chisel be used to blend?,No,random,-2.164149522781372,-3.5997695922851562,Yes,False
can be used to carry around documents,a satchel,'',Can a satchel be used to carry around documents?,Yes,random,-2.123674154281616,-7.811588764190674,Yes,True
can be used to clean floors,a broom,'',Can a broom be used to clean floors?,Yes,random,-1.1153898239135742,-5.685900688171387,Yes,True
can be used to communicate,a radio,'',Can a radio be used to communicate?,Yes,random,-2.244429588317871,-6.3697662353515625,Yes,True
can be used to denote numbers,a toe,'',Can a toe be used to denote numbers?,Yes,random,-5.561946868896484,-5.937320709228516,Yes,True
can be used to eat cereal,a bowl,'',Can a bowl be used to eat cereal?,Yes,random,-2.341031312942505,-7.03004264831543,Yes,True
can be used to eat cereal,a leotard,'',Can a leotard be used to eat cereal?,No,random,-4.933159351348877,-3.983531951904297,No,True
can be used to eat food,a coat,'',Can a coat be used to eat food?,No,random,-5.436695575714111,-3.7965235710144043,No,True
can be used to fill pools,a hose,'',Can a hose be used to fill pools?,Yes,random,-2.1169052124023438,-6.241905212402344,Yes,True
can be used to fill pools,a moped,'',Can a moped be used to fill pools?,No,random,-4.68366813659668,-4.186832904815674,No,True
can be used to flip food,a spatula,'',Can a spatula be used to flip food?,Yes,random,-1.014235496520996,-5.342464923858643,Yes,True
can be used to guide blind people,a dog,'',Can a dog be used to guide blind people?,Yes,random,-1.7527928352355957,-6.558981418609619,Yes,True
can be used to guide blind people,blueberry,'',Can blueberry be used to guide blind people?,No,random,-5.903696060180664,-4.092381954193115,No,True
can be used to hide a secret passageway,a cup,'',Can a cup be used to hide a secret passageway?,No,random,-1.8423820734024048,-5.967809677124023,Yes,False
can be used to hit,a club,'',Can a club be used to hit?,Yes,random,-3.0127761363983154,-5.685571193695068,Yes,True
can be used to hunt,a harpoon,'',Can a harpoon be used to hunt?,Yes,random,-1.8913459777832031,-5.084292888641357,Yes,True
can be used to keep clean,an apron,'',Can an apron be used to keep clean?,Yes,random,-2.0288503170013428,-6.403531551361084,Yes,True
can be used to keep clean,a squid,'',Can a squid be used to keep clean?,No,random,-5.2184247970581055,-7.843575954437256,Yes,False
can be used to keep pets,a crayfish,'',Can a crayfish be used to keep pets?,No,random,-2.718061923980713,-5.843332767486572,Yes,False
can be used to make bread,pineapple,'',Can pineapple be used to make bread?,No,random,-1.512397289276123,-6.43366813659668,Yes,False
can be used to make cakes,butter,'',Can butter be used to make cakes?,Yes,random,-0.9940714240074158,-7.240832328796387,Yes,True
can be used to make cakes,a stick insect,'',Can a stick insect be used to make cakes?,No,random,-4.78071403503418,-4.156026363372803,No,True
can be used to make drinks,a harp,'',Can a harp be used to make drinks?,No,random,-4.999143600463867,-3.499664545059204,No,True
can be used to make sandcastles,champagne,'',Can champagne be used to make sandcastles?,No,random,-4.655470371246338,-4.593381404876709,No,True
can be used to make smoothies,rhubarb,'',Can rhubarb be used to make smoothies?,Yes,random,-1.1472015380859375,-6.217381954193115,Yes,True
can be used to make smoothies,gin,'',Can gin be used to make smoothies?,No,random,-1.7006103992462158,-4.18451452255249,Yes,False
can be used to make stew,a pea,'',Can a pea be used to make stew?,Yes,random,-3.608830690383911,-7.593496799468994,Yes,True
can be used to make stew,a cake,'',Can a cake be used to make stew?,No,random,-4.8098649978637695,-3.4987542629241943,No,True
can be used to organize,a chest of drawers,'',Can a chest of drawers be used to organize?,Yes,random,-1.0807442665100098,-6.274322032928467,Yes,True
can be used to play baseball,a guitar,'',Can a guitar be used to play baseball?,No,random,-5.996399879455566,-2.6082229614257812,No,True
can be used to play cricket,a ball,'',Can a ball be used to play cricket?,Yes,random,-2.7590134143829346,-4.339542388916016,Yes,True
can be used to play hockey,a ball,'',Can a ball be used to play hockey?,Yes,random,-3.1216177940368652,-3.8725242614746094,Yes,True
can be used to play squash,a millipede,'',Can a millipede be used to play squash?,No,random,-5.780517578125,-3.4213945865631104,No,True
can be used to pour things,a cricket,'',Can a cricket be used to pour things?,No,random,-5.686088562011719,-6.436911582946777,Yes,False
can be used to shape stones,a budgie,'',Can a budgie be used to shape stones?,No,random,-5.53004264831543,-5.592809677124023,Yes,False
can be used to throw over long distances,a catapult,'',Can a catapult be used to throw over long distances?,Yes,random,-0.5339815616607666,-5.717684268951416,Yes,True
can be used to throw over long distances,an ashtray,'',Can an ashtray be used to throw over long distances?,No,random,-5.717100143432617,-6.841631889343262,Yes,False
can be used to wash cars,a television,'',Can a television be used to wash cars?,No,random,-4.213350296020508,-2.5914957523345947,No,True
can be used while cooking pasta,a salmon,'',Can a salmon be used while cooking pasta?,No,random,-4.311695575714111,-6.812184810638428,Yes,False
can be used with toast,butter,'',Can butter be used with toast?,Yes,random,-2.069375514984131,-6.242393970489502,Yes,True
can be used with toast,a nut,'',Can a nut be used with toast?,No,random,-3.432879686355591,-5.62201452255249,Yes,False
can be without a back,a bench,'',Can a bench be without a back?,Yes,random,-1.8893409967422485,-5.457353591918945,Yes,True
can be without a brim,a cap,'',Can a cap be without a brim?,Yes,random,-2.3976354598999023,-6.462240695953369,Yes,True
can be worn,a rose,'',Can a rose be worn?,No,random,-2.324352502822876,-4.150850296020508,Yes,False
can be worn for workouts,a sweater,'',Can a sweater be worn for workouts?,No,random,-1.4881407022476196,-5.868690013885498,Yes,False
can be worn with a tie,a shirt,'',Can a shirt be worn with a tie?,Yes,random,-2.072972059249878,-5.9029717445373535,Yes,True
can be worn with cufflinks,a dress,'',Can a dress be worn with cufflinks?,No,random,-3.622195243835449,-4.810797691345215,Yes,False
can be worn with scarves,a hawk,'',Can a hawk be worn with scarves?,No,random,-3.5600242614746094,-7.747195243835449,Yes,False
can be wrapped around the body,a skirt,'',Can a skirt be wrapped around the body?,Yes,random,-3.2109034061431885,-5.1501336097717285,Yes,True
can be wrinkly,a thumb,'',Can a thumb be wrinkly?,Yes,random,-4.437041759490967,-8.624568939208984,Yes,True
can beat,a heart,'',Can a heart beat?,Yes,random,-2.274458646774292,-4.647054195404053,Yes,True
can beat,an ox,'',Can an ox beat?,No,random,-2.4483585357666016,-4.353729724884033,Yes,False
can become a plague,a locust,'',Can a locust become a plague?,Yes,random,-3.807879686355591,-6.9315714836120605,Yes,True
can become a plague,earmuffs,'',Can earmuffs become a plague?,No,random,-4.2479472160339355,-5.685688018798828,Yes,False
can beep,a microwave,'',Can a microwave beep?,Yes,random,-2.8885397911071777,-5.373071193695068,Yes,True
can bite,a revolver,'',Can a revolver bite?,No,random,-2.7128214836120605,-4.269853591918945,Yes,False
can bleed,a typewriter,'',Can a typewriter bleed?,No,random,-4.653169631958008,-4.779881954193115,Yes,False
can block out sunlight,an oak tree,'',Can an oak tree block out sunlight?,Yes,random,-3.134216070175171,-6.864618301391602,Yes,True
can blow in the wind,a tulip,'',Can a tulip blow in the wind?,Yes,random,-2.886215925216675,-7.024322032928467,Yes,True
